,Rank,Release,Domestic Gross,Max Th,Opening,% of Total,Open Th,Open,Close,Distributor,Year,id,budget,Worldwide Gross,Release_Date,Profit
1968,19,Bachelor Party,112719056.04229066,1276.0,4573530.0,0.11900000000000001,1081.0,Jun 29,-,Twentieth Century Fox,1984,12309.0,17595880.654475458,112719056.04229066,1984-06-29,95123175.3878152
1969,20,Red Dawn,112544710.19147256,1822.0,8230381.0,0.214,1822.0,Aug 10,-,Metro-Goldwyn-Mayer (MGM),1984,1880.0,49854995.18768046,112613636.18864292,1984-08-10,62758641.00096246
1970,21,The Terminator,112529175.96150143,1112.0,4020663.0,0.105,1005.0,Oct 26,-,Orion Pictures,1984,218.0,18768939.36477382,229835046.99133784,1984-10-26,211066107.62656403
1971,22,City Heat,112464036.01131856,1655.0,6301694.0,0.16399999999999998,1393.0,Dec 7,-,Warner Bros.,1984,16969.0,73316169.39364773,112464036.01131856,1984-12-07,39147866.617670834
1974,25,The Killing Fields,101763696.51859479,663.0,32181.0,0.001,1.0,Nov 2,-,Warner Bros.,1984,625.0,42230113.570741095,101763696.51859479,1984-11-02,59533582.94785369
1975,26,Friday the 13th: The Final Chapter,96721271.39326274,1600.0,11183148.0,0.33899999999999997,1594.0,Apr 13,-,Paramount Pictures,1984,9730.0,7624881.616939364,96777343.59961501,1984-04-13,89152461.98267564
1976,27,Conan the Destroyer,91035323.85534167,1249.0,6958872.0,0.22399999999999998,1117.0,Jun 29,-,Universal Pictures,1984,9610.0,52787641.96342637,83873697.78633301,1984-06-29,31086055.822906643
1977,28,Dune,90694125.0662175,975.0,6025091.0,0.195,915.0,Dec 14,-,Universal Pictures,1984,841.0,117305871.02983637,90861042.52275264,1984-12-14,-26444828.50708373
1978,29,The Gods Must Be Crazy,88072611.58485082,147.0,,,,Apr 6,-,Twentieth Century Fox,1984,8393.0,14663233.878729546,586529355.1491818,1984-04-06,571866121.2704523
1979,30,Starman,84297042.94429259,1271.0,2872022.0,0.1,1261.0,Dec 14,-,Columbia Pictures,1984,9663.0,64518229.066410005,84297042.94429259,1984-12-14,19778813.877882585
1980,31,The Last Starfighter,84264590.27507217,1287.0,6011695.0,0.209,1287.0,Jul 13,-,Universal Pictures,1984,11884.0,43989701.63618864,84264590.27507217,1984-07-13,40274888.63888353
1981,32,Cannonball Run II,82343070.25260827,1845.0,8323948.0,0.29600000000000004,1778.0,Jun 29,-,Warner Bros.,1984,11950.0,58652935.514918186,165108013.4744947,1984-06-29,106455077.95957652
1983,34,A Passage to India,79731782.9105486,650.0,84580.0,0.003,3.0,Dec 14,Apr 25,Columbia Pictures,1984,15927.0,23461174.205967274,79772353.14604427,1984-12-14,56311178.94007699
1985,36,Protocol,76796138.96979788,904.0,3427840.0,0.131,893.0,Dec 21,-,Warner Bros.,1984,37296.0,35191761.308950916,76835345.52454282,1984-12-21,41643584.21559191
1987,38,The Cotton Club,76039780.03986526,809.0,2903603.0,0.11199999999999999,808.0,Dec 14,-,Orion Pictures,1984,2148.0,170093512.99326274,76039780.03986526,1984-12-14,-94053732.95339748
1988,39,The Muppets Take Manhattan,74884264.4225794,1261.0,4416022.0,0.17300000000000001,1261.0,Jul 13,-,TriStar Pictures,1984,11899.0,23461174.205967274,74782492.7815207,1984-07-13,51321318.57555342
1989,40,A Nightmare on Elm Street,74795727.81641963,380.0,1271000.0,0.05,165.0,Nov 9,-,New Line Cinema,1984,377.0,5278764.196342637,167160866.21751684,1984-11-09,161882102.0211742
1990,41,The Woman in Red,74219855.6996535,1069.0,3159811.0,0.125,1065.0,Aug 17,-,Orion Pictures,1984,5968.0,26393820.981713183,74195963.4263715,1984-08-17,47802142.44465832
1993,44,Sixteen Candles,69462750.71178055,1245.0,4461520.0,0.188,1240.0,May 4,-,Universal Pictures,1984,15144.0,19062204.04234841,69462750.71178055,1984-05-04,50400546.66943213
1995,46,Missing in Action,66900743.56614052,1209.0,6101460.0,0.267,1150.0,Nov 16,-,Cannon Film Distributors,1984,15379.0,7478249.278152069,66900743.56614052,1984-11-16,59422494.28798845
1996,47,A Soldier's Story,63994302.92198267,581.0,156383.0,0.006999999999999999,5.0,Sep 14,Feb 21,Columbia Pictures,1984,26522.0,17595880.654475458,63994302.92198267,1984-09-14,46398422.26750721
1999,50,Rhinestone,62862225.01772858,1630.0,5459726.0,0.255,1630.0,Jun 22,-,Twentieth Century Fox,1984,16551.0,82114109.72088546,62862225.01772858,1984-06-22,-19251884.703156874
2000,1,Star Wars: Episode VI - Return of the Jedi,772718205.4933133,1764.0,23019618.0,0.091,1002.0,May 25,-,Twentieth Century Fox,1983,1892.0,98966964.85943776,1752036500.0,1983-05-25,1653069535.1405623
2001,2,Terms of Endearment,331695320.7357229,1259.0,3498813.0,0.032,260.0,Nov 23,-,Paramount Pictures,1983,11050.0,24474056.2248996,331696116.14255023,1983-11-23,307222059.91765064
2002,3,Flashdance,284269843.33841366,1140.0,4076124.0,0.044000000000000004,1140.0,Apr 15,-,Paramount Pictures,1983,535.0,21414799.19678715,616440291.1646587,1983-04-15,595025491.9678715
2003,4,Trading Places,276571519.7751004,1389.0,7348200.0,0.081,1375.0,Jun 10,-,Paramount Pictures,1983,1621.0,45888855.421686746,276571519.7751004,1983-06-10,230682664.35341367
2004,5,WarGames,243417944.48026106,977.0,6227804.0,0.078,843.0,Jun 3,-,Metro-Goldwyn-Mayer (MGM),1983,860.0,36711084.3373494,381183425.70281124,1983-06-03,344472341.3654618
2005,6,Octopussy,207704031.08973894,1339.0,8902564.0,0.131,1311.0,Jun 10,-,Metro-Goldwyn-Mayer (MGM),1983,700.0,84129568.27309237,573610692.7710844,1983-06-10,489481124.49799204
2006,7,Sudden Impact,206936383.96070284,1602.0,9688561.0,0.14300000000000002,1530.0,Dec 9,-,Warner Bros.,1983,10650.0,67303654.6184739,458888554.2168675,1983-12-09,391584899.5983936
2007,8,Staying Alive,198523356.77048194,1747.0,12146143.0,0.187,1660.0,Jul 15,-,Paramount Pictures,1983,10805.0,67303654.6184739,198545781.124498,1983-07-15,131242126.5060241
2009,10,Risky Business,194390627.86600402,1137.0,4275327.0,0.067,670.0,Aug 5,-,Warner Bros.,1983,9346.0,18967393.57429719,194390627.86600402,1983-08-05,175423234.29170683
2011,12,Superman III,183404364.7524699,1763.0,13352357.0,0.223,1759.0,Jun 17,-,Warner Bros.,1983,9531.0,119311024.09638555,245352413.6546185,1983-06-17,126041389.55823295
2012,13,The Big Chill,172366834.60965863,832.0,3662152.0,0.065,722.0,Sep 30,-,Columbia Pictures,1983,12560.0,24474056.2248996,172542096.38554218,1983-09-30,148068040.1606426
2013,14,Never Say Never Again,169583308.41748998,1560.0,10958157.0,0.198,1550.0,Oct 7,-,Warner Bros.,1983,36670.0,110133253.0120482,489481124.497992,1983-10-07,379347871.4859438
2014,15,Jaws 3-D,139248370.40773094,1311.0,13422500.0,0.295,1300.0,Jul 22,-,Universal Pictures,1983,17692.0,62714769.076305225,269175016.3916667,1983-07-22,206460247.3153615
2015,16,Scarface,138362235.19473895,1008.0,4597536.0,0.102,996.0,Dec 9,-,Universal Pictures,1983,111.0,76481425.70281126,201982333.26263052,1983-12-09,125500907.55981927
2016,17,Blue Thunder,129447425.60751005,1555.0,8258149.0,0.195,1539.0,May 13,-,Columbia Pictures,1983,6341.0,67303654.6184739,129447425.60751005,1983-05-13,62143770.98903614
2017,18,Yentl,123039949.42869478,747.0,,,,Nov 18,-,Metro-Goldwyn-Mayer (MGM),1983,10269.0,36711084.3373494,93001413.65461847,1983-11-18,56290329.31726907
2018,19,Silkwood,108957302.14375502,843.0,1218322.0,0.034,257.0,Dec 16,-,Twentieth Century Fox,1983,12502.0,30592570.2811245,108909550.20080322,1983-12-16,78316979.91967872
2019,20,Psycho II,106232700.30120483,1488.0,8310244.0,0.239,1448.0,Jun 3,-,Universal Pictures,1983,10576.0,15296285.14056225,106232700.30120483,1983-06-03,90936415.16064258
2020,21,Porky's II: The Next Day,103278271.77441768,1564.0,7054988.0,0.209,1511.0,Jun 24,-,Twentieth Century Fox,1983,19698.0,19885170.682730924,103402887.5502008,1983-06-24,83517716.86746988
2021,22,Uncommon Valor,93316979.07632531,1076.0,3144367.0,0.10300000000000001,989.0,Dec 16,-,Paramount Pictures,1983,9967.0,33651827.30923695,93316979.07632531,1983-12-16,59665151.76708836
2024,25,Twilight Zone: The Movie,90097930.9351205,1288.0,6614366.0,0.225,1275.0,Jun 24,-,Warner Bros.,1983,15301.0,30592570.2811245,90097933.99437752,1983-06-24,59505363.71325302
2027,28,The Outsiders,78615707.19070281,1002.0,5068165.0,0.19699999999999998,829.0,Mar 25,-,Warner Bros.,1983,227.0,30592570.2811245,103089763.41560242,1983-03-25,72497193.13447791
2029,30,Two of a Kind,72342104.09943776,1278.0,3344942.0,0.141,1244.0,Dec 16,-,Twentieth Century Fox,1983,32644.0,42829598.3935743,72198465.86345382,1983-12-16,29368867.469879523
2031,32,Class,66287335.78190764,844.0,4553233.0,0.21,839.0,Jul 22,-,Orion Pictures,1983,21500.0,21414799.19678715,66079951.80722892,1983-07-22,44665152.610441774
2032,33,The Right Stuff,64832086.98397591,627.0,1601167.0,0.076,229.0,Oct 21,Mar 15,Warner Bros.,1983,9549.0,82599939.75903615,65774026.104417674,1983-10-21,-16825913.65461848
2033,34,Cujo,64722106.69381526,1293.0,6114899.0,0.289,1239.0,Aug 12,-,Warner Bros.,1983,10489.0,15296285.14056225,64856248.995983936,1983-08-12,49559963.855421685
2034,35,Christine,64299002.26905623,1101.0,3408904.0,0.162,1045.0,Dec 9,-,Columbia Pictures,1983,8769.0,29674793.172690764,64856248.995983936,1983-12-09,35181455.82329317
2036,37,The Dead Zone,63530415.94811246,1293.0,4556083.0,0.21899999999999997,1293.0,Oct 21,-,Paramount Pictures,1983,11336.0,30592570.2811245,63530415.94811246,1983-10-21,32937845.66698796
2037,38,Breathless,60909813.548232935,1166.0,4384369.0,0.22,1161.0,May 13,-,Orion Pictures,1983,1058.0,22944427.710843373,60909813.548232935,1983-05-13,37965385.83738956
2038,39,A Christmas Story,59025745.63341366,938.0,2072473.0,0.107,886.0,Nov 18,-,Metro-Goldwyn-Mayer (MGM),1983,850.0,10095548.192771085,63326620.481927715,1983-11-18,53231072.28915663
2040,41,Valley Girl,53058517.95574298,442.0,1856780.0,0.107,442.0,Apr 29,-,Atlantic Releasing Corporation,1983,19053.0,1070739.9598393575,53058517.95574298,1983-04-29,51987777.99590362
2041,42,All the Right Moves,52720684.202128515,909.0,1625486.0,0.094,442.0,Oct 21,-,Twentieth Century Fox,1983,18172.0,17131839.35742972,52720684.202128515,1983-10-21,35588844.844698794
2042,43,Krull,50537274.10562249,1289.0,5469415.0,0.331,1281.0,Jul 29,-,Columbia Pictures,1983,849.0,82599939.75903615,51752279.44913655,1983-07-29,-30847660.309899606
2043,44,Spacehunter: Adventures in the Forbidden Zone,50411248.0123494,1344.0,7053016.0,0.428,1338.0,May 20,-,Columbia Pictures,1983,26978.0,45888855.421686746,50477740.96385542,1983-05-20,4588885.542168677
2045,46,D.C. Cab,49359971.045722894,908.0,1564530.0,0.09699999999999999,862.0,Dec 16,-,Universal Pictures,1983,27679.0,24474056.2248996,49359971.045722894,1983-12-16,24885914.820823293
2048,49,The Meaning of Life,45673336.88257028,554.0,1987853.0,0.133,257.0,Apr 1,-,Universal Pictures,1983,4543.0,27533313.25301205,45888855.421686746,1983-04-01,18355542.168674696
2050,1,E.T. the Extra-Terrestrial,1134176741.6370363,1778.0,11835389.0,0.033,1103.0,Jun 11,-,Universal Pictures,1982,601.0,33154103.626943003,2503815272.341969,1982-06-11,2470661168.715026
2051,2,Tootsie,559514967.8756477,1222.0,5540470.0,0.031,943.0,Dec 17,-,Columbia Pictures,1982,9576.0,66308207.25388601,559514967.8756477,1982-12-17,493206760.6217617
2052,3,An Officer and a Gentleman,409833833.1078549,1050.0,3304679.0,0.025,346.0,Jul 30,-,Paramount Pictures,1982,2623.0,23681502.590673573,409833833.1078549,1982-07-30,386152330.51718134
2053,4,Rocky III,391998008.3906114,1317.0,12431486.0,0.1,939.0,May 28,-,United Artists,1982,1371.0,53678072.538860105,852534093.2642487,1982-05-28,798856020.7253886
2054,5,Porky's,333096067.92814505,1605.0,7623988.0,0.07200000000000001,1148.0,Mar 19,-,Twentieth Century Fox,1982,10246.0,12630134.715025907,396901983.4196891,1982-03-19,384271848.7046632
2055,6,Star Trek II: The Wrath of Khan,249170338.36296374,1621.0,14347221.0,0.182,1621.0,Jun 4,-,Paramount Pictures,1982,154.0,37890404.14507772,305649260.10362697,1982-06-04,267758855.95854926
2056,7,48 Hrs.,249029970.20327464,1050.0,4369868.0,0.055,850.0,Dec 10,-,Paramount Pictures,1982,150.0,37890404.14507772,249029970.20327464,1982-12-10,211139566.0581969
2057,8,Poltergeist,241886909.10424873,1060.0,6896612.0,0.09,890.0,Jun 4,-,Metro-Goldwyn-Mayer (MGM),1982,609.0,33785610.3626943,385850615.54404145,1982-06-04,352065005.18134713
2058,9,The Best Little Whorehouse in Texas,220085266.29195854,1435.0,11874268.0,0.17,1400.0,Jul 23,-,Universal Pictures,1982,16363.0,86832176.1658031,220080097.40932643,1982-07-23,133247921.24352333
2059,10,Annie,180165723.64876682,1102.0,510632.0,0.009000000000000001,14.0,May 21,-,Columbia Pictures,1982,15739.0,110513678.75647669,180295173.05699483,1982-05-21,69781494.30051814
2060,11,The Verdict,170434984.76165804,904.0,100982.0,0.002,3.0,Dec 10,May 12,Twentieth Century Fox,1982,24226.0,50520538.86010363,170434984.76165804,1982-12-10,119914445.9015544
2061,12,Gandhi,166616386.6743834,825.0,131153.0,0.002,4.0,Dec 10,-,Columbia Pictures,1982,783.0,69465740.93264249,245460002.63293263,1982-12-10,175994261.70029014
2062,13,First Blood,149076334.45189637,1054.0,6642005.0,0.141,901.0,Oct 22,-,Orion Pictures,1982,1368.0,47363005.18134715,395363961.3949016,1982-10-22,348000956.21355444
2063,14,The Toy,148776851.85506734,1542.0,6322804.0,0.134,1381.0,Dec 10,-,Columbia Pictures,1982,23805.0,88410943.00518134,148776851.85506734,1982-12-10,60365908.849886
2064,15,Firefox,147482954.54665285,1304.0,8152948.0,0.175,881.0,Jun 18,-,Warner Bros.,1982,10724.0,56835606.21761658,223237631.0880829,1982-06-18,166402024.87046632
2065,16,The Dark Crystal,128123247.24043523,1052.0,4657335.0,0.115,858.0,Dec 17,-,Universal Pictures,1982,11639.0,47363005.18134715,128195867.35751295,1982-12-17,80832862.1761658
2066,17,Conan the Barbarian,124929319.82849741,1683.0,9603139.0,0.243,1395.0,May 14,-,Universal Pictures,1982,9387.0,63150673.57512953,233657492.22797927,1982-05-14,170506818.65284973
2067,18,The Sword and the Sorcerer,123470381.39222798,660.0,1798879.0,0.046,233.0,Apr 23,-,-,1982,13945.0,12630134.715025907,123470381.39222798,1982-04-23,110840246.67720208
2068,19,Best Friends,116264188.56482902,1080.0,4022891.0,0.109,1062.0,Dec 17,-,Warner Bros.,1982,45840.0,47363005.18134715,116197239.37823834,1982-12-17,68834234.19689119
2070,21,Friday the 13th: Part 3,109192310.90505698,1079.0,9406522.0,0.272,1079.0,Aug 13,-,Paramount Pictures,1982,9728.0,12630134.715025907,115881486.0103627,1982-08-13,103251351.2953368
2071,22,Tron,104198611.39896373,1112.0,4761795.0,0.14400000000000002,1091.0,Jul 9,-,Walt Disney Studios Motion Pictures,1982,97.0,53678072.538860105,104198611.39896373,1982-07-09,50520538.86010363
2072,23,Young Doctors in Love,96901109.01264247,796.0,4206265.0,0.13699999999999998,709.0,Jul 16,-,Twentieth Century Fox,1982,47947.0,23681502.590673573,96901109.01264247,1982-07-16,73219606.4219689
2073,24,Sophie's Choice,94839681.57512954,548.0,202131.0,0.006999999999999999,9.0,Dec 10,-,Universal Pictures,1982,15764.0,37890404.14507772,94840205.7257202,1982-12-10,56949801.58064248
2074,25,The World According to Garp,93817183.75900517,560.0,2902088.0,0.098,357.0,Jul 23,-,Warner Bros.,1982,11307.0,53678072.538860105,93817183.75900517,1982-07-23,40139111.22014507
2075,26,Victor/Victoria,89091243.10887048,615.0,139634.0,0.005,3.0,Mar 19,-,Metro-Goldwyn-Mayer (MGM),1982,12614.0,47363005.18134715,89091243.10887048,1982-03-19,41728237.92752333
2076,27,Blade Runner,87085129.34634197,1325.0,6150002.0,0.223,1295.0,Jun 25,-,Warner Bros.,1982,78.0,88410943.00518134,131739958.93935752,1982-06-25,43329015.93417618
2077,28,Airplane II: The Sequel,85728725.5012228,1300.0,5329208.0,0.196,1150.0,Dec 10,-,Paramount Pictures,1982,2665.0,47363005.18134715,85884916.06217617,1982-12-10,38521910.88082902
2078,29,Fast Times at Ridgemont High,85546681.05450778,713.0,2545674.0,0.094,498.0,Aug 13,-,Universal Pictures,1982,13342.0,14208901.554404145,85569162.69430052,1982-08-13,71360261.13989638
2079,30,Some Kind of Hero,74742567.0111088,975.0,5631293.0,0.23800000000000002,975.0,Apr 2,-,Paramount Pictures,1982,37607.0,25260269.430051815,74742567.0111088,1982-04-02,49482297.58105698
2080,31,Mad Max 2: The Road Warrior,74732213.45817617,708.0,2527864.0,0.107,704.0,May 21,-,Warner Bros.,1982,8810.0,6315067.357512954,77677955.56543006,1982-05-21,71362888.20791711
2082,33,Pink Floyd: The Wall,70236832.75973058,673.0,,,,Aug 13,-,Metro-Goldwyn-Mayer (MGM),1982,12104.0,37890404.14507772,70236832.75973058,1982-08-13,32346428.614652857
2085,36,Night Shift,66610187.45985492,683.0,2539633.0,0.12,683.0,Jul 30,-,Warner Bros.,1982,14742.0,25576022.79792746,66610329.54887046,1982-07-30,41034306.750943
2086,37,Creepshow,66399002.13481866,1132.0,5870889.0,0.27899999999999997,1127.0,Nov 12,-,Warner Bros.,1982,16281.0,25260269.430051815,66399002.13481866,1982-11-12,41138732.70476684
2087,38,Quest for Fire,66180595.530259065,426.0,,,,Feb 12,Jun 3,Twentieth Century Fox,1982,62204.0,37890404.14507772,174487072.99187565,1982-02-12,136596668.84679794
2088,39,The Man from Snowy River,65232823.906176165,517.0,694126.0,0.034,158.0,Nov 5,-,Twentieth Century Fox,1982,24266.0,11051367.875647668,65232823.906176165,1982-11-05,54181456.0305285
2090,41,My Favorite Year,63541007.888497405,720.0,2400696.0,0.11900000000000001,714.0,Oct 8,-,Metro-Goldwyn-Mayer (MGM),1982,31044.0,24944516.062176164,63541007.888497405,1982-10-08,38596491.826321244
2091,42,The Thing,62700614.51222798,910.0,3107897.0,0.157,840.0,Jun 25,-,Universal Pictures,1982,1091.0,47363005.18134715,61981628.30590673,1982-06-25,14618623.124559581
2092,43,Deathtrap,60883987.50329533,603.0,2238977.0,0.11599999999999999,341.0,Mar 19,-,Warner Bros.,1982,17590.0,31575336.787564766,59993139.896373056,1982-03-19,28417803.10880829
2093,44,Dead Men Don't Wear Plaid,57455019.59937824,906.0,4289601.0,0.23600000000000002,882.0,May 21,-,Universal Pictures,1982,9442.0,28417803.10880829,57455019.59937824,1982-05-21,29037216.490569953
2097,48,Death Wish II,50836292.22797927,377.0,,,,Feb 19,-,-,1982,14373.0,6315067.357512954,142089015.54404145,1982-02-19,135773948.1865285
2100,1,Raiders of the Lost Ark,711380368.1138613,1078.0,8305823.0,0.039,1078.0,Jun 12,Mar 18,Paramount Pictures,1981,85.0,60337029.702970296,1307054160.7881408,1981-06-12,1246717131.0851705
2101,2,On Golden Pond,399851591.8730913,1015.0,89213.0,0.001,2.0,Dec 4,-,Universal Pictures,1981,11816.0,50280858.085808575,399851591.8730913,1981-12-04,349570733.7872827
2102,3,Superman II,362644675.3532673,1878.0,14100523.0,0.13,1397.0,Jun 19,-,Warner Bros.,1981,8536.0,181011089.1089109,638428477.8395159,1981-06-19,457417388.730605
2103,4,Arthur,319993019.01830584,701.0,2719534.0,0.027999999999999997,701.0,Jul 17,-,Warner Bros.,1981,13665.0,23464400.440044004,319993019.01830584,1981-07-17,296528618.57826185
2104,5,Stripes,285920423.4763476,1074.0,6130197.0,0.07200000000000001,1074.0,Jun 26,-,Columbia Pictures,1981,10890.0,33520572.057205718,285930479.6479648,1981-06-26,252409907.59075907
2105,6,The Cannonball Run,241950077.89282727,1692.0,11765654.0,0.163,1673.0,Jun 19,-,Twentieth Century Fox,1981,11286.0,60337029.702970296,242018530.2530253,1981-06-19,181681500.550055
2106,7,Chariots of Fire,197680547.79546756,810.0,68907.0,0.001,3.0,Sep 25,-,Columbia Pictures,1981,9443.0,18436314.631463144,197680547.79546756,1981-09-25,179244233.16400442
2107,8,For Your Eyes Only,183735647.90983498,952.0,6834967.0,0.125,952.0,Jun 26,-,Metro-Goldwyn-Mayer (MGM),1981,699.0,93857601.76017602,628218433.3883828,1981-06-26,534360831.6282068
2109,10,Time Bandits,142011851.06558853,821.0,6507356.0,0.154,821.0,Nov 6,-,Embassy Pictures,1981,36819.0,16760286.028602859,142011851.06558853,1981-11-06,125251565.03698568
2110,11,Clash of the Titans,137743834.17223322,,,,,Jun 12,-,Metro-Goldwyn-Mayer (MGM),1981,10323.0,40224686.46864686,137743834.17223322,1981-06-12,97519147.70358637
2111,12,Absence of Malice,136485589.2192079,994.0,97667.0,0.002,2.0,Nov 20,-,Columbia Pictures,1981,19429.0,40224686.46864686,136485589.2192079,1981-11-20,96260902.75056106
